ward,type,location,year,est_cost,id,address,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
13,Sidewalk Menu,3720 W 69TH PL,2022,3595.99,11561,3720 W 69TH PL,census,"c(-87.715738788, 41.7669306280001)",13047,47,2678862.80559,6682.1461461,13
11,Curb & Gutter Menu,3721 S EMERALD AVE,2019,2819.16,9174,3721 S EMERALD AVE,census,"c(-87.644777307, 41.8266594040001)",11024,24,1986560.59038,5989.48511026,11
13,Miscellaneous-CDOT,3721 W. 62 nd PL. St. Nicholas Church,2007,33221,10531,3721 W. 62 nd PL. St. Nicholas Church,census,"c(-87.7160490209999, 41.779670738)",23032,32,3019201.44554,8023.23279971,23
47,Street Light Upgrade Menu,3722 N CLAREMONT AVE,2017,500,41104,3722 N CLAREMONT AVE,census,"c(-87.687114895, 41.9490669560001)",47046,46,6258625.78136,11540.9920859,47
12,Sidewalk Menu,3722 S WOOD ST,2016,1460.69,9976,3722 S WOOD ST,census,"c(-87.6702965489999, 41.8263082300001)",12001,1,1771014.11961,5991.45396848,12
12,Sidewalk Menu,3722 S WOOD ST,2016,409.72,9979,3722 S WOOD ST,census,"c(-87.6702965489999, 41.8263082300001)",12001,1,1771014.11961,5991.45396848,12
30,Alley Resurfacing Menu,3722 W ADDISON ST,2020,14515.01,26613,3722 W ADDISON ST,census,"c(-87.7207250169999, 41.946470596)",30015,15,2873856.59069,8696.36387143,30
11,Sidewalk Menu,3723 S PARNELL AVE,2017,2432.82,9083,3723 S PARNELL AVE,census,"c(-87.639902676, 41.826563799)",11029,29,5402585.53468,10635.2929454,11
10,Sidewalk Menu,3724 E 112TH ST,2016,10865.03,8182,3724 E 112TH ST,census,"c(-87.533447568, 41.6918432320001)",10010,10,3304524.80853,7982.86679517,10
10,Sidewalk Menu - Change Order,3725 E 105 th St,2009,1224,7884,3725 E 105 th St,google,"c(-87.5331912, 41.7043778)",10028,28,3281089.78196,8607.37153278,10
10,Sidewalk Menu - Change Order,3725 E 105 th St,2010,1905,7925,3725 E 105 th St,google,"c(-87.5331912, 41.7043778)",10028,28,3281089.78196,8607.37153278,10
10,Sidewalk Menu - Change Order,3725 E 105 th Street,2008,503,7826,3725 E 105 th Street,google,"c(-87.5331912, 41.7043778)",10028,28,3281089.78196,8607.37153278,10
13,Sidewalk Menu,3725 W 71ST ST,2018,765.07,11221,3725 W 71ST ST,census,"c(-87.716023494, 41.7641843100001)",13019,19,4346668.99355,9677.87071336,13
13,Sidewalk Menu,3725 W MARQUETTE RD,2019,5693.96,11283,3725 W MARQUETTE RD,census,"c(-87.715932658, 41.771472734)",13044,44,2216841.32879,7328.89032368,13
11,Sidewalk Menu,3727 S LOWE AVE,2022,3441.18,9355,3727 S LOWE AVE,census,"c(-87.642338024, 41.826593437)",11024,24,1986560.59038,5989.48511026,11
11,Sidewalk Menu,3727 S UNION AVE,2017,473.76,9086,3727 S UNION AVE,census,"c(-87.643552744, 41.826577349)",11024,24,1986560.59038,5989.48511026,11
23,Curb & Gutter Menu,3727 W 55TH PL,2020,3943.95,20437,3727 W 55TH PL,census,"c(-87.7165395599999, 41.792376201)",23009,9,2043073.40381,6630.59521096,23
44,Alley Resurfacing Menu,3728 N GREENVIEW AVE,2017,17632.375,38705,3728 N GREENVIEW AVE,census,"c(-87.666512665, 41.949695208)",44016,16,1638487.70826,5292.16340713,44
44,Curb & Gutter Menu,3728 N SOUTHPORT AVE,2016,8242.1,38647,3728 N SOUTHPORT AVE,census,"c(-87.664087716, 41.9494741840001)",44025,25,1456591.43394,5763.09711515,44
44,Miscellaneous-CDOT,3730 N Clark Street,2005,10000,38115,3730 N Clark Street,census,"c(-87.6586234499999, 41.9498135640001)",44032,32,1778772.81106,6306.15707243,44
38,Sidewalk Menu,3730 N ORIOLE AVE,2017,5676.58,33729,3730 N ORIOLE AVE,census,"c(-87.8168534659999, 41.9472310890001)",38027,27,6266974.31386,12440.4491586,38
23,Sidewalk Menu,3730 W 63RD PL,2017,3818.74,20201,3730 W 63RD PL,google,"c(-87.7166657, 41.7780373)",23032,32,3019201.44554,8023.23279971,23
39,Sidewalk Menu,3730 W BRYN MAWR AVE,2018,15569.51,34518,3730 W BRYN MAWR AVE,census,"c(-87.72219984, 41.982900241)",39002,2,7090539.57291,10648.9125742,39
44,Concrete Alley Menu,3732 N JANSSEN AVE,2018,16023.79,38754,3732 N JANSSEN AVE,census,"c(-87.665302448, 41.9495179110001)",44016,16,1638487.70826,5292.16340713,44
11,Sidewalk Menu,3732 S UNION AVE,2018,403.21,9137,3732 S UNION AVE,census,"c(-87.6435653469999, 41.826481566)",11024,24,1986560.59038,5989.48511026,11
23,Curb & Gutter Menu,3732 W 57TH ST,2022,2231.98,20569,3732 W 57TH ST,census,"c(-87.716590751, 41.7896829850001)",23033,33,2661709.99735,7653.61435792,23
23,Miscellaneous-CDOT,3732 W. 52 nd St.,2007,8732,19334,3732 W. 52 nd St.,google,"c(-87.7172544, 41.7989364)",23024,24,2586121.14456,6994.82913556,23
10,Sidewalk Menu,3733 E 106TH ST,2016,14938.86,8191,3733 E 106TH ST,census,"c(-87.5329693899999, 41.7027179670001)",10028,28,3281089.78196,8607.37153278,10
12,Sidewalk Menu,3733 S WOOD ST,2018,3452.6,10092,3733 S WOOD ST,google,"c(-87.6699893, 41.8258055)",12019,19,11619912.7174,17662.0470322,12
12,Sidewalk Menu,3733 S WOOD ST,2018,2134.62,10115,3733 S WOOD ST,google,"c(-87.6699893, 41.8258055)",12019,19,11619912.7174,17662.0470322,12
11,Sidewalk Menu,3734 S LOWE AVE,2020,5843.38,9238,3734 S LOWE AVE,census,"c(-87.642349455, 41.826465758)",11024,24,1986560.59038,5989.48511026,11
23,Alley Apron Menu,3734 W 54TH ST,2022,20598.79,20556,3734 W 54TH ST,census,"c(-87.7582737829999, 41.824817561)",NA,NA,NA,NA,NA
13,Sidewalk Menu,3734 W 69TH PL,2021,2394.22,11419,3734 W 69TH PL,census,"c(-87.716038681, 41.7669256980001)",13047,47,2678862.80559,6682.1461461,13
30,Sidewalk Menu,3734 W BELMONT AVE,2018,3017.6,26467,3734 W BELMONT AVE,census,"c(-87.7219056709999, 41.9391672410001)",30022,22,2109375.31255,7473.16935291,30
30,Alley Resurfacing Menu,3735 N HARDING AVE,2019,11061.185,26533,3735 N HARDING AVE,census,"c(-87.726132978, 41.9489230720001)",30015,15,2873856.59069,8696.36387143,30
26,Alley Speed Hump Menu,3735 W MCLEAN AVE,2018,1050,22913,3735 W MCLEAN AVE,census,"c(-87.7205923719999, 41.918148746)",26024,24,1278845.75683,5332.05412031,26
12,Miscellaneous Other,3736 S ARCHER AVE,2014,4797,9882,3736 S ARCHER AVE,census,"c(-87.686924027, 41.8247325890001)",12006,6,4881041.72994,10082.8889682,12
3,Sidewalk Menu,3736 S MICHIGAN AVE,2019,27290.88,3029,3736 S MICHIGAN AVE,census,"c(-87.623143199, 41.8263019230001)",03023,23,2495053.63221,7974.40461566,3
33,Sidewalk Menu,3737 N SAWYER AVE,2022,3472.5,29432,3737 N SAWYER AVE,census,"c(-87.709103335, 41.949150623)",33016,16,2782388.7078,7375.73549419,33
11,Sidewalk Menu,3737 S LOWE AVE,2022,4720,9356,3737 S LOWE AVE,census,"c(-87.642334225, 41.8264458080001)",11024,24,1986560.59038,5989.48511026,11
12,Alley Apron Menu,3738 S HOMAN AVE,2021,9734.76,10264,3738 S HOMAN AVE,census,"c(-87.709381327, 41.8250594570001)",12011,11,3322539.34217,7892.23305529,12
33,Street Light Upgrade Menu,3739 N WHIPPLE ST,2021,500,29375,3739 N WHIPPLE ST,census,"c(-87.7042120519999, 41.9492180730001)",33012,12,1958775.1062,6729.77863114,33
35,Street Light Upgrade,3739 W LYNDALE ST,2014,460,30929,3739 W LYNDALE ST,census,"c(-87.720526063, 41.921811254)",35021,21,1721198.13945,7630.56759167,35
23,Sidewalk Menu,3741 W 57TH ST,2022,1527.75,20581,3741 W 57TH ST,census,"c(-87.7167443019999, 41.7896694940001)",23033,33,2661709.99735,7653.61435792,23
13,Sidewalk Menu,3741 W 66TH PL,2019,4474.55,11317,3741 W 66TH PL,google,"c(-87.7168383, 41.7721221)",13030,30,1817226.65868,6683.13904225,13
18,Sidewalk Menu,3741 W 85TH ST,2018,11269.76,16042,3741 W 85TH ST,census,"c(-87.7151130189999, 41.7386221620001)",18007,7,2832983.14044,7829.45139655,18
31,Alley Resurfacing Menu,3741 W WRIGHTWOOD AVE,2017,48469.33,27546,3741 W WRIGHTWOOD AVE,census,"c(-87.720977724, 41.9282001)",31004,4,1106153.0328,4661.17177476,31
47,Curb & Gutter Menu,3742 N CLAREMONT AVE,2022,8752.53,41360,3742 N CLAREMONT AVE,census,"c(-87.687124479, 41.9493927950001)",47046,46,6258625.78136,11540.9920859,47
12,Sidewalk Menu,3743 S WOOD ST,2021,9850.82,10309,3743 S WOOD ST,google,"c(-87.6699604, 41.8254848)",12019,19,11619912.7174,17662.0470322,12
13,Sidewalk Menu,3744 W 68TH PL,2021,7326.62,11420,3744 W 68TH PL,google,"c(-87.7169345, 41.7689578)",13047,47,2678862.80559,6682.1461461,13
44,Miscellaneous CDOT Projects,3745 N GREENVIEW AVE,2019,500,38787,3745 N GREENVIEW AVE,census,"c(-87.666510568, 41.950258499)",44016,16,1638487.70826,5292.16340713,44
44,Curb & Gutter Menu,3745 N WAYNE AVE,2021,60820.09,38865,3745 N WAYNE AVE,census,"c(-87.662870283, 41.949863679)",44025,25,1456591.43394,5763.09711515,44
11,Sidewalk Menu,3746 S PARNELL AVE,2018,2427.93,9138,3746 S PARNELL AVE,google,"c(-87.6402108, 41.8257332)",11029,29,5402585.53468,10635.2929454,11
23,Sidewalk Menu,3746 W 60TH ST,2022,769.89,20582,3746 W 60TH ST,census,"c(-87.716735797, 41.7842190480001)",23007,7,2451703.36215,8643.49165458,23
23,Alley Speed Hump Menu,3746 W 62ND PL,2022,1050,20560,3746 W 62ND PL,census,"c(-87.716607204, 41.779672555)",23032,32,3019201.44554,8023.23279971,23
12,Sidewalk Menu,3747 S WOLCOTT AVE,2017,3174.09,10018,3747 S WOLCOTT AVE,census,"c(-87.672701853, 41.825890793)",12001,1,1771014.11961,5991.45396848,12
13,Sidewalk Menu,3747 W 65TH PL,2022,4949.22,11562,3747 W 65TH PL,census,"c(-87.716470161, 41.774194547)",13030,30,1817226.65868,6683.13904225,13
13,Sidewalk Menu,3748 W 70TH PL,2021,3070.95,11421,3748 W 70TH PL,census,"c(-87.716292319, 41.7651017700001)",13047,47,2678862.80559,6682.1461461,13
12,Alley Speed Hump Menu,3750 S KEDZIE AVE,2021,350,10276,3750 S KEDZIE AVE,census,"c(-87.70790082, 41.949399828)",33016,16,2782388.7078,7375.73549419,33
46,Speed Indicator Signs,3751 N BROADWAY,2019,7000,40196,3751 N BROADWAY,census,"c(-87.649107132, 41.950395493)",46010,10,1462487.59057,5964.77135199,46
33,Sidewalk Menu,3752 N TROY ST,2019,1428.4,29298,3752 N TROY ST,census,"c(-87.706679161, 41.9494247690001)",33012,12,1958775.1062,6729.77863114,33
13,Sidewalk Menu,3752 W 69TH ST,2018,4918.65,11189,3752 W 69TH ST,census,"c(-87.716419719, 41.767832249)",13047,47,2678862.80559,6682.1461461,13
13,Sidewalk Menu,3753 W 70TH PL,2016,3033.99,10989,3753 W 70TH PL,census,"c(-87.716355106, 41.765089946)",13047,47,2678862.80559,6682.1461461,13
47,Street Light Upgrade Menu,3754 N CLAREMONT AVE,2018,500,41164,3754 N CLAREMONT AVE,census,"c(-87.687130102, 41.9495840060001)",47046,46,6258625.78136,11540.9920859,47
33,Street Light Upgrade Menu,3754 N RICHMOND ST,2022,500,29441,3754 N RICHMOND ST,census,"c(-87.701786493, 41.949495563)",33022,22,1966955.04449,5653.42908893,33
33,Alley Resurfacing Menu,3754 N SPAULDING AVE,2019,15449.07,29275,3754 N SPAULDING AVE,census,"c(-87.7103482159999, 41.949433533)",33016,16,2782388.7078,7375.73549419,33
12,Sidewalk Menu,3754 S PAULINA ST,2021,4140.38,10310,3754 S PAULINA ST,census,"c(-87.671385545, 41.950250871)",47043,43,1534350.559,7443.8764543,47
30,Alley Resurfacing Menu,3755 N CICERO AVE,2020,15847.4433333333,26615,3755 N CICERO AVE,census,"c(-87.7435268099999, 41.8220724660001)",NA,NA,NA,NA,NA
23,Curb & Gutter Menu,3755 W 51ST ST,2018,2373.38,20274,3755 W 51ST ST,google,"c(-87.7181757, 41.8004087)",23024,24,2586121.14456,6994.82913556,23
13,Street Light Upgrade Menu,3755 W 69TH ST,2021,500,11515,3755 W 69TH ST,census,"c(-87.7164850779999, 41.76782021)",13047,47,2678862.80559,6682.1461461,13
11,Sidewalk Menu,3756 S LOWE AVE,2019,4060.32,9196,3756 S LOWE AVE,census,"c(-87.6423404339999, 41.8261152210001)",11024,24,1986560.59038,5989.48511026,11
26,Street Light Upgrade,3756 W CORTLAND ST,2012,350,22674,3756 W CORTLAND ST,google,"c(-87.7213348, 41.9156282)",26024,24,1278845.75683,5332.05412031,26
33,Street Light Upgrade,3758 N SACRAMENTO AVE,2012,350,28984,3758 N SACRAMENTO AVE,google,"c(-87.7032323, 41.9501979)",33022,22,1966955.04449,5653.42908893,33
12,Sidewalk Menu,3758 S HONORE ST,2017,11380.6,10030,3758 S HONORE ST,census,"c(-87.671491841, 41.8257110770001)",12001,1,1771014.11961,5991.45396848,12
23,Alley Apron Menu,3758 W 58TH ST,2022,9174.38333333333,20557,3758 W 58TH ST,google,"c(-87.7179351, 41.7880883)",23033,33,2661709.99735,7653.61435792,23
47,Sidewalk Menu,3759 N HERMITAGE AVE,2021,8146.18,41306,3759 N HERMITAGE AVE,google,"c(-87.6722532, 41.9504873)",47043,43,1534350.559,7443.8764543,47
11,Curb & Gutter Menu,3759 S UNION AVE,2015,963,8954,3759 S UNION AVE,census,"c(-87.643541496, 41.826067467)",11024,24,1986560.59038,5989.48511026,11
12,Street Light Upgrade,3759 S WOLCOTT AVE,2014,400,9912,3759 S WOLCOTT AVE,census,"c(-87.672696351, 41.825699123)",12001,1,1771014.11961,5991.45396848,12
13,Alley Apron Menu,3759 W 67TH PL,2017,11158.275,11044,3759 W 67TH PL,census,"c(-87.716611555, 41.7705512470001)",13044,44,2216841.32879,7328.89032368,13
46,Concrete Alley Menu,3762 N FREMONT ST,2017,156000,40107,3762 N FREMONT ST,census,"c(-87.6520084749999, 41.950580431)",46010,10,1462487.59057,5964.77135199,46
44,Curb & Gutter Menu,3765 N KENMORE AVE,2021,6728.95,38866,3765 N KENMORE AVE,census,"c(-87.6556295939999, 41.950710927)",44031,31,3245906.75837,9136.56507993,44
6,Sidewalk Menu,38 W 77TH PL,2017,18571.58,4890,38 W 77TH PL,census,"c(-87.626456284, 41.7536592550001)",06008,8,3371429.99064,8981.8203094,6
46,Miscellaneous Other,3800 N BROADWAY,2013,72000,39972,3800 N BROADWAY,google,"c(-87.6496156, 41.9512089)",46024,24,467540.063662,3283.90224709,46
35,Street Speed Hump Menu,3800 N DRAKE AVE,2018,3700,31092,3800 N DRAKE AVE,census,"c(-87.7164945659999, 41.9502542230001)",35026,26,2218119.82234,7990.53939454,35
35,Street Light Pole Painting Menu,3800 N DRAKE AVE,2022,800,31359,3800 N DRAKE AVE,census,"c(-87.7164945659999, 41.9502542230001)",35026,26,2218119.82234,7990.53939454,35
47,Street Light Pole Painting Menu,3800 N LINCOLN AVE,2021,300,41319,3800 N LINCOLN AVE,census,"c(-87.676298521, 41.9506136970001)",47029,29,1665655.88795,7037.56171719,47
38,Bridge Elementary School Pre-K Playground Improvements,3800 N NEW ENGLAND AVE,2021,10000,33874,3800 N NEW ENGLAND AVE,census,"c(-87.798567342, 41.9492103110001)",38038,38,2692198.9813,6689.57231728,38
12,Street Light Upgrade,3800 S ASHLAND AVE,2014,400,9911,3800 S ASHLAND AVE,google,"c(-87.665752, 41.82488)",12019,19,11619912.7174,17662.0470322,12
3,Alley Resurfacing Menu,3800 S DR MARTIN LUTHER KING JR DR,2016,17830.75,2880,3800 S DR MARTIN LUTHER KING JR DR,google,"c(-87.6175556, 41.8253082)",03038,38,931856.802271,4982.4744697,3
11,Street Light Upgrade,3800 S NORMAL AVE,2014,700,8935,3800 S NORMAL AVE,google,"c(-87.6386646, 41.8253717)",11029,29,5402585.53468,10635.2929454,11
12,Street Speed Hump Menu,3800 S WASHTENAW AVE,2020,2350,10253,3800 S WASHTENAW AVE,google,"c(-87.6922132, 41.8246483)",12017,17,3451690.18039,12109.081656,12
12,Sidewalk Menu,3800 S WOLCOTT AVE,2019,18197.41,10188,3800 S WOLCOTT AVE,census,"c(-87.6726982439999, 41.8248357190001)",12004,4,5068069.24315,11560.5513418,12
23,Alley Speed Hump Menu,3800 W 55TH ST,2020,700,20435,3800 W 55TH ST,census,"c(-87.71835584, 41.7932815870001)",23039,39,2443525.10784,7316.25084235,23
13,Street Speed Hump Menu,3800 W 66TH ST,2017,3700,11099,3800 W 66TH ST,census,"c(-87.717873904, 41.7732743670001)",13034,34,2661601.21225,8649.01745672,13
13,Alley Apron Menu,3800 W 70TH PL,2017,20709.14,11039,3800 W 70TH PL,census,"c(-87.717714254, 41.765080443)",13041,41,4772204.4674,13474.1214404,13
26,Alley Resurfacing Menu,3800 W ARMITAGE AVE,2021,23546.275,23073,3800 W ARMITAGE AVE,census,"c(-87.721760997, 41.917230788)",26023,23,2274296.28824,7796.80043252,26
39,Miscellaneous CDOT Projects,3800 W DEVON AVE,2016,17500,34435,3800 W DEVON AVE,google,"c(-87.724453, 41.997566)",NA,NA,NA,NA,NA
26,Street Resurfacing Menu (1-5),3800 W LE MOYNE ST,2020,11953.475,23051,3800 W LE MOYNE ST,census,"c(-87.722262171, 41.908126704)",26016,16,875597.502266,3988.54211886,26
26,Alley Resurfacing Menu,3800 W NORTH AVE,2022,27441.495,23144,3800 W NORTH AVE,google,"c(-87.7215523, 41.9102007)",26047,47,1546021.64279,5937.48888192,26
10,Sidewalk Menu,3801 E 103RD ST,2021,20058.94,8440,3801 E 103RD ST,census,"c(-87.716113223, 41.7059707060001)",19012,12,2692597.70032,8023.61020324,19
47,Sidewalk Menu,3801 N Damen,2012,3033,40725,3801 N Damen,google,"c(-87.6783151, 41.9507872)",47029,29,1665655.88795,7037.56171719,47
11,Sidewalk Menu,3801 S PARNELL AVE,2017,7567.14,9081,3801 S PARNELL AVE,census,"c(-87.639870789, 41.825292721)",11029,29,5402585.53468,10635.2929454,11
23,1 PTZ Camera - 3801 West 62nd St,3801 W 62ND ST,2022,24776,20549,3801 W 62ND ST,census,"c(-87.7180964729999, 41.780550083)",23032,32,3019201.44554,8023.23279971,23
13,Sidewalk Menu,3801 W 68TH PL,2021,4840.48,11422,3801 W 68TH PL,google,"c(-87.7177811, 41.7685084)",13041,41,4772204.4674,13474.1214404,13
12,Sidewalk Menu,3802 S WOLCOTT AVE,2021,3595.46,10311,3802 S WOLCOTT AVE,census,"c(-87.6726968899999, 41.824782913)",12004,4,5068069.24315,11560.5513418,12
24,High Definition Camera Menu,3803 W ROOSEVELT RD,2016,27011,21065,3803 W ROOSEVELT RD,census,"c(-87.720240191, 41.866235471)",24028,28,1579751.76532,5414.24624237,24
3,Street Light Upgrade Menu,3804 S INDIANA AVE,2021,500,3136,3804 S INDIANA AVE,census,"c(-87.6216436559999, 41.8254369580001)",03035,35,1963615.24212,7567.85962374,3
24,Bus Pad,3804 W 16TH ST,2022,34232.86,21288,3804 W 16TH ST,google,"c(-87.7204907, 41.859042)",24034,34,1738772.05057,7244.51234881,24
12,Sidewalk Menu,3805 S WINCHESTER AVE,2017,3167.83,10022,3805 S WINCHESTER AVE,census,"c(-87.673903662, 41.824776301)",12004,4,5068069.24315,11560.5513418,12
28,Sidewalk Menu,3806 W CONGRESS PKWY,2016,2075.52,24575,3806 W CONGRESS PKWY,census,"c(-87.720758033, 41.8744494910001)",28017,17,1542387.08353,5566.59528111,28
35,Floodlight Menu,3807 W WILSON AVE,2021,950,31259,3807 W WILSON AVE,census,"c(-87.724339858, 41.9646306450001)",35009,9,2210087.90906,6661.03209494,35
12,Sidewalk Menu,3809 S HONORE ST,2017,3991.83,10013,3809 S HONORE ST,census,"c(-87.671445686, 41.824749325)",12019,19,11619912.7174,17662.0470322,12
23,Street Lighting,3809 W GARFIELD BV,2010,500,19683,3809 W GARFIELD BV,google,"c(-87.665799, 41.793637)",16010,10,2620006.6518,8635.42472492,16
45,Sidewalk Menu,3812 N KEELER AVE,2017,1315.45,39524,3812 N KEELER AVE,census,"c(-87.732382113, 41.950304283)",45005,5,3093744.56272,10457.8864833,45
33,Sidewalk Menu,3812 N SAWYER AVE,2022,5835.1,29434,3812 N SAWYER AVE,census,"c(-87.709155494, 41.9505992860001)",33016,16,2782388.7078,7375.73549419,33
35,Alley Apron Menu,3812 W LELAND AVE,2020,19300.65,31186,3812 W LELAND AVE,census,"c(-87.72320301, 41.966478152)",35030,30,2289074.3407,6978.18288547,35
33,Alley Resurfacing Menu,3813 N CHRISTIANA AVE,2021,19514.69,29321,3813 N CHRISTIANA AVE,census,"c(-87.711581227, 41.950571181)",33016,16,2782388.7078,7375.73549419,33
13,Sidewalk Menu,3814 W 67TH PL,2019,2298,11288,3814 W 67TH PL,census,"c(-87.7181374739999, 41.770538667)",13044,44,2216841.32879,7328.89032368,13
45,Miscellaneous Other,3815 N KEDVALE AVE,2015,100000,39443,3815 N KEDVALE AVE,google,"c(-87.730344, 41.9504449)",45004,4,3258683.43093,7935.77020228,45
38,Alley Apron Menu,3816 N OLCOTT AVE,2022,14964.77,33934,3816 N OLCOTT AVE,census,"c(-87.814480868, 41.9489479310001)",38013,13,3734249.66972,9115.23648943,38
11,Curb & Gutter Menu,3816 S EMERALD AVE,2021,4176.23,9269,3816 S EMERALD AVE,google,"c(-87.6450677, 41.8247071)",11024,24,1986560.59038,5989.48511026,11
12,Alley Apron Menu,3816 S ST LOUIS AVE,2019,10619.95,10165,3816 S ST LOUIS AVE,google,"c(-87.7119594, 41.8237919)",12011,11,3322539.34217,7892.23305529,12
46,Sidewalk Menu,3817 N FREMONT ST,2021,4580.76,40238,3817 N FREMONT ST,census,"c(-87.6520286049999, 41.951790256)",46038,38,935579.219601,4643.88804616,46
13,Sidewalk Menu,3817 W 66TH ST,2018,2005.53,11187,3817 W 66TH ST,census,"c(-87.718428495, 41.7732535530001)",13034,34,2661601.21225,8649.01745672,13
30,Alley Resurfacing Menu,3818 W GEORGE ST,2017,754.04,26369,3818 W GEORGE ST,census,"c(-87.722998778, 41.9336742410001)",30018,18,1979398.97048,6924.59960014,30
30,Alley Resurfacing Menu,3818 W GEORGE ST,2018,50057.77,26441,3818 W GEORGE ST,census,"c(-87.722998778, 41.9336742410001)",30018,18,1979398.97048,6924.59960014,30
24,Alley Resurfacing Menu,3818 W LEXINGTON ST,2022,32002.56,21274,3818 W LEXINGTON ST,census,"c(-87.721564937, 41.8716818420001)",24020,20,1913693.92833,6713.10275908,24
23,Street Light Pole POD Camera Menu,3819 W 57TH ST,2016,6000,20167,3819 W 57TH ST,census,"c(-87.718738656, 41.7896407740001)",23033,33,2661709.99735,7653.61435792,23
12,Street Lighting,3823 S CALIFORNIA AV,2007,500,9576,3823 S CALIFORNIA AV,census,"c(-87.694636265, 41.8240279400001)",12017,17,3451690.18039,12109.081656,12
13,Sidewalk Menu,3824 W 67TH PL,2019,3279.55,11285,3824 W 67TH PL,census,"c(-87.718347657, 41.770535221)",13044,44,2216841.32879,7328.89032368,13
13,Sidewalk Menu,3824 W 71ST ST,2016,4457.89,10966,3824 W 71ST ST,census,"c(-87.718543064, 41.764157992)",13041,41,4772204.4674,13474.1214404,13
13,Sidewalk Menu,3825 W 66TH ST,2021,2360,11423,3825 W 66TH ST,census,"c(-87.7187059509999, 41.773249004)",13034,34,2661601.21225,8649.01745672,13
14,Miscellaneous-CDOT,3826 W. 46 th Pl.,2005,4905,11663,3826 W. 46 th Pl.,census,"c(-87.719119839, 41.8088500010001)",14027,27,19190473.6736,23229.8342231,14
30,Alley Resurfacing Menu,3827 W EDDY ST,2019,17676.705,26526,3827 W EDDY ST,census,"c(-87.723220042, 41.9455139830001)",30032,32,1362514.28066,6107.07927086,30
13,Miscellaneous Other,3828 W 66TH ST,2013,1214,10831,3828 W 66TH ST,census,"c(-87.718359455, 41.7732656520001)",13034,34,2661601.21225,8649.01745672,13
23,Sidewalk Menu,3829 W 58TH ST,2017,5692.01,20211,3829 W 58TH ST,google,"c(-87.7192943, 41.7876163)",23033,33,2661709.99735,7653.61435792,23
23,Alley Speed Hump Menu,3830 W 59TH PL,2022,700,20561,3830 W 59TH PL,google,"c(-87.7193302, 41.7852907)",23005,5,2439858.65516,7999.81218631,23
13,Sidewalk Menu,3830 W 71ST ST,2021,16997.84,11424,3830 W 71ST ST,census,"c(-87.718818122, 41.764153483)",13041,41,4772204.4674,13474.1214404,13
33,Alley Resurfacing Menu,3831 N ALBANY AVE,2021,22799.655,29322,3831 N ALBANY AVE,google,"c(-87.7052632, 41.9512564)",33006,6,1986155.2929,5983.50690088,33
13,Sidewalk Menu,3831 W 70TH ST,2016,3416.88,10967,3831 W 70TH ST,census,"c(-87.718378058, 41.7659683860001)",13041,41,4772204.4674,13474.1214404,13
24,POD CAMERA - 3831 W. ROOSEVELT RD,3831 W ROOSEVELT RD,2018,27011,21136,3831 W ROOSEVELT RD,census,"c(-87.721464994, 41.8662178120001)",24028,28,1579751.76532,5414.24624237,24
28,Sidewalk Menu,3831 W WILCOX ST,2017,3977.64,24618,3831 W WILCOX ST,census,"c(-87.722032239, 41.878911816)",28037,37,2186236.52991,5952.41582881,28
30,Street Lighting,3832 W WRIGHTWOOD AVE,2011,350,26025,3832 W WRIGHTWOOD AVE,google,"c(-87.7234689, 41.9285116)",31007,7,1280651.87987,6655.26225784,31
33,Alley Resurfacing Menu,3833 N KIMBALL AVE,2019,17109.695,29276,3833 N KIMBALL AVE,census,"c(-87.712807056, 41.9508737880001)",33016,16,2782388.7078,7375.73549419,33
12,Sidewalk Menu,3834 S HERMITAGE AVE,2019,5984.29,10203,3834 S HERMITAGE AVE,google,"c(-87.6692537, 41.8239716)",12019,19,11619912.7174,17662.0470322,12
12,Sidewalk Menu,3835 S HONORE ST,2018,2204.44,10129,3835 S HONORE ST,census,"c(-87.6714386359999, 41.8244404660001)",12019,19,11619912.7174,17662.0470322,12
13,Alley Apron Menu,3835 W 71ST ST,2018,14914.72,11106,3835 W 71ST ST,census,"c(-87.718849877, 41.764141995)",13019,19,4346668.99355,9677.87071336,13
13,Bollard Menu,3835 W 71ST ST,2018,663.17,11126,3835 W 71ST ST,census,"c(-87.718849877, 41.764141995)",13019,19,4346668.99355,9677.87071336,13
33,Sidewalk Menu,3836 N WHIPPLE ST,2019,3249.99,29292,3836 N WHIPPLE ST,google,"c(-87.7045691, 41.9513945)",33006,6,1986155.2929,5983.50690088,33
13,Speed Indicator Signs,3837 W 71ST ST,2021,11000,11507,3837 W 71ST ST,census,"c(-87.718881956, 41.764141469)",13019,19,4346668.99355,9677.87071336,13
22,Miscellaneous CDOT Projects,3837 W CERMAK RD,2019,123.529411764706,19021,3837 W CERMAK RD,census,"c(-87.7212837009999, 41.8515845900001)",22019,19,1836916.65543,7959.56008423,22
12,Sidewalk Menu,3838 S ARTESIAN AVE,2018,5580.83,10082,3838 S ARTESIAN AVE,census,"c(-87.686119562, 41.8240329990001)",12017,17,3451690.18039,12109.081656,12
12,Street Light Upgrade Menu,3838 S WINCHESTER AVE,2022,500,10362,3838 S WINCHESTER AVE,census,"c(-87.6739081439999, 41.8243670860001)",12004,4,5068069.24315,11560.5513418,12
