ward,type,location,year,est_cost,id,intersection_1,intersection_2,lat_1,lon_1,query_1,lat_2,lon_2,query_2,total_length,ward_locate,precinct_locate,ward_precinct_locate,intersect_length,geometry
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,32,46,32046,676.9583550897049,"c(-87.6480323790627, -87.6561501942966, 41.9024190132563, 41.901671763336)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,27,10,27010,170.37845756253907,"c(-87.6608461879477, -87.662889241003, 41.9012392251995, 41.9010509823091)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,28,38,28038,203.38017832256782,"c(-87.7506357086738, -87.7530738581531, 41.8929309658618, 41.8927043573005)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,28,41,28041,203.13099837239935,"c(-87.7530738581531, -87.7555090031589, 41.8927043573005, 41.8924779749021)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,28,51,28051,375.1671443603447,"c(-87.7412572311953, -87.7457548956245, 41.8938021325983, 41.8933844427546)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,28,27,28027,203.41924821992282,"c(-87.7457548956245, -87.7481935481085, 41.8933844427546, 41.8931578939147)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,1,2,01002,203.75463282840917,"c(-87.6674181683108, -87.6698613961288, 41.9006335627846, 41.9004083006318)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,27,21,27021,393.65039883253405,"c(-87.6374657, -87.6421863657925, 41.9033908, 41.902956777463)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,27,38,27038,377.6891479946761,"c(-87.662889241003, -87.6674181683108, 41.9010509823091, 41.9006335627846)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,28,46,28046,203.77636332830227,"c(-87.7555090031589, -87.7579518674879, 41.8924779749021, 41.8922508215778)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,37,27,37027,203.7133197644398,"c(-87.7481935481085, -87.7506357086738, 41.8931578939147, 41.8929309658618)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,37,37,37037,394.84289568675183,"c(-87.7605341441668, -87.7652674227294, 41.8920106467475, 41.8915702546109)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,37,17,37017,215.4072964312253,"c(-87.7579518674879, -87.7605341441668, 41.8922508215778, 41.8920106467475)"
42,Miscellaneous-CDOT,Milwaukee & Orleans & Randolph,2007,29000,36417,Milwaukee & Orleans,Milwaukee & Randolph,41.9033908,-87.6374657,google,41.8843359,-87.8427153,google,17120.481204020765,27,35,27035,391.6140964701496,"c(-87.6561501942966, -87.6608461879477, 41.901671763336, 41.9012392251995)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,58,21058,202.5239317356731,"c(-87.6590595539042, -87.6589937927788, 41.7376715866137, 41.7358509091779)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,35,21035,404.9486002912626,"c(-87.6591910551055, -87.6590595539042, 41.741312049003, 41.7376715866137)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,33,17033,101.18750588011123,"c(-87.6599800987383, -87.6599472157985, 41.7631471619851, 41.7622374929249)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,51,21051,405.77923568922716,"c(-87.6585989006435, -87.6584671969724, 41.7249156638133, 41.7212677333877)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,38,21038,413.4718386830314,"c(-87.6589937927788, -87.6588595467717, 41.7358509091779, 41.7321338231815)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,41,17041,202.73566344884256,"c(-87.6601116049476, -87.6600457153334, 41.7667848734982, 41.7649622932083)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,34,17034,202.52619843645076,"c(-87.6601774302231, -87.6601116049476, 41.7686055706737, 41.7667848734982)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,36,17036,202.54116264955942,"c(-87.6603090595175, -87.6602432219065, 41.7722460670388, 41.7704252354111)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,1,17001,202.41135881333463,"c(-87.6602432219065, -87.6601774302231, 41.7704252354111, 41.7686055706737)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,46,17046,202.06302370862684,"c(-87.6603747454304, -87.6603090595175, 41.7740626001917, 41.7722460670388)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,29,17029,1011.5143904510708,"c(-87.659848508037, -87.6595198750463, 41.7595067002, 41.7504132511861)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,20,16020,363.93613119539276,"c(-87.6610854009134, -87.6609670240459, 41.7937090816786, 41.7904373207507)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,26,21026,202.26563092564103,"c(-87.6593882834775, -87.6593225876052, 41.7467713199686, 41.7449529648281)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,60,21060,203.5622994053196,"c(-87.658730929649, -87.6586648500912, 41.728572189489, 41.7267421770046)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,12,16012,851.6392194903736,"c(-87.6613624593451, -87.6610854009134, 41.8013652595387, 41.7937090816786)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,63,21063,404.99905511810533,"c(-87.6593225876052, -87.6591910551055, 41.7449529648281, 41.741312049003)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,8,21008,396.18001101101174,"c(-87.6588595467717, -87.658730929649, 41.7321338231815, 41.728572189489)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,14,21014,203.17304969882812,"c(-87.6586648500912, -87.6585989006435, 41.7267421770046, 41.7249156638133)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,31,16031,606.7063352635244,"c(-87.6608353774765, -87.6606380844275, 41.7867984125447, 41.7813441635912)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,57,21057,405.1120278300874,"c(-87.6595198750463, -87.6593882834775, 41.7504132511861, 41.7467713199686)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,28,16028,176.7784115597092,"c(-87.6605640056342, -87.6605065295684, 41.7792959846118, 41.777706758538)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,9,16009,18.0292689145338,"c(-87.6605808176728, -87.6605749555908, 41.7797608263426, 41.7795987444253)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,5,16005,404.77594528344935,"c(-87.6609670240459, -87.6608353774765, 41.7904373207507, 41.7867984125447)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,14,17014,405.35988894362424,"c(-87.6605065295684, -87.6603747454304, 41.777706758538, 41.7740626001917)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,38,16038,209.80101904070509,"list(c(-87.6606380844275, -87.6605808176728, 41.7813441635912, 41.7797608263426), c(-87.6605749555908, -87.6605640056342, 41.7795987444253, 41.7792959846118))"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,20,17020,201.90705849204622,"c(-87.6600457153334, -87.6599800987383, 41.7649622932083, 41.7631471619851)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,17,23,17023,303.76112730395096,"c(-87.6599472157985, -87.659848508037, 41.7622374929249, 41.7595067002)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,20,41,20041,26.250914251626185,"c(-87.661494317219, -87.6614857752139, 41.8050083512697, 41.8047723573804)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,16,1,16001,378.99045476589214,"c(-87.6614857752139, -87.6613624593451, 41.8047723573804, 41.8013652595387)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,20,15,20015,187.40398347302883,"c(-87.6615553, -87.661494317219, 41.8066931, 41.8050083512697)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,19,60,19060,319.6382374639158,"c(-87.6578777165696, -87.6577740348906, 41.704935217114, 41.70206168834)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,1,21001,805.847221229866,"c(-87.6584671969724, -87.6582056876587, 41.7212677333877, 41.7140232158789)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,20,21020,963.7572638337516,"list(c(-87.6580964487633, -87.6578777165696, 41.7109965182606, 41.704935217114), c(-87.6577740348906, -87.6576801288623, 41.70206168834, 41.6994588691398))"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,34,47,34047,299.4868476456528,"c(-87.6576801288623, -87.657583, 41.6994588691398, 41.6967665)"
20,Sidewalk Menu,S BISHOP ST & W 48 ST (4800 S) & W 49 ST (4900 S),2011,50752,17149,4800 S BISHOP ST,4900 S BISHOP ST,41.8066931,-87.6615553,google,41.6967665,-87.657583,google,12227.740387434884,21,33,21033,336.6760755071281,"c(-87.6582056876587, -87.6580964487633, 41.7140232158789, 41.7109965182606)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,41,47,41047,234.08827682478895,"c(-87.7719715146684, -87.7748042981576, 42.0010887703161, 42.0010715428984)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,41,23,41023,1210.8602255215637,"list(c(-87.7911579115859, -87.7911944, 42.0009707275362, 42.0009705), c(-87.7748042981576, -87.7894208249312, 42.0010715428984, 42.0009815463743))"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,50,36,50036,302.35305035496907,"c(-87.6936458520151, -87.697304782685, 42.0015375152186, 42.0015177380756)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,41,14,41014,373.86442486112594,"c(-87.7674472483237, -87.7719715146684, 42.0011161399357, 42.0010887703161)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,50,40,50040,602.3219227630983,"c(-87.7021882946538, -87.7094772908866, 42.0014911608138, 42.0014511072603)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,50,13,50013,673.755578552589,"c(-87.6818278, -87.6899812779413, 42.0016006, 42.0015572063929)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,50,20,50020,302.8192010692526,"c(-87.6899812779413, -87.6936458520151, 42.0015572063929, 42.0015375152186)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,50,30,50030,403.54572107935974,"c(-87.697304782685, -87.7021882946538, 42.0015177380756, 42.0014911608138)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,41,19,41019,113.07895383826299,"c(-87.7610896708156, -87.7624580814981, 42.0011542999486, 42.0011461159834)"
41,Street Resurface Menu,W ALBION AVE & N MILWAUKEE AV (6496 W) & N NATOMA AV (6600 W),2011,15340,35822,6496 W ALBION AVE,6600 W ALBION AVE,42.0016006,-87.6818278,google,42.0009705,-87.7911944,google,9037.495028963802,41,44,41044,412.2812766669783,"c(-87.7624580814981, -87.7674472483237, 42.0011461159834, 42.0011161399357)"
6,Miscellaneous-CDOT,83 rd Eberhart & Rhodes Av & Dixon School,2008,6000,4666,83 rd Eberhart & Rhodes Av,83 rd Eberhart & Dixon School,41.7438449,-87.6122974,google,41.774628,-87.7083351,google,8670.217303193773,17,11,17011,186.42063830229253,"c(-87.666526855093, -87.6685919367976, 41.7612406028545, 41.7619023486876)"
6,Miscellaneous-CDOT,83 rd Eberhart & Rhodes Av & Dixon School,2008,6000,4666,83 rd Eberhart & Rhodes Av,83 rd Eberhart & Dixon School,41.7438449,-87.6122974,google,41.774628,-87.7083351,google,8670.217303193773,17,44,17044,514.1981092924866,"c(-87.6788326981391, -87.6845295505277, 41.765183205076, 41.7670077800023)"
6,Miscellaneous-CDOT,83 rd Eberhart & Rhodes Av & Dixon School,2008,6000,4666,83 rd Eberhart & Rhodes Av,83 rd Eberhart & Dixon School,41.7438449,-87.6122974,google,41.774628,-87.7083351,google,8670.217303193773,15,41,15041,333.3843205166744,"c(-87.6894623330167, -87.6931562863487, 41.7685873292106, 41.7697699980894)"
