ward,type,location,year,est_cost,intersection_1,intersection_2,intersection_3,intersection_4,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat_3,lon_3,query_3,lat_4,lon_4,query_4
35,Alley Speed Hump Menu,W MEDILL AV & W FULLERTON AV & N ALBANY AV & N SACRAMENTO AV,2010,2100,N SACRAMENTO AV & W MEDILL AV,N ALBANY AV & W FULLERTON AV,N SACRAMENTO AV & W FULLERTON AV,N ALBANY AV & W MEDILL AV,41.923795,-87.70229,google,41.92474410500006,-87.70464255099995,census,41.92476420400004,-87.70231503599996,census,41.92377933200004,-87.70461441199996,census
33,Alley Speed Hump Menu,W MONTROSE AV & W CULLOM AV & N WHIPPLE ST & N ALBANY AV,2005,3500,N WHIPPLE ST & W CULLOM AV,N ALBANY AV & W CULLOM AV,N WHIPPLE ST & W MONTROSE AV,N ALBANY AV & W MONTROSE AV,41.959399553000026,-87.70452195399997,census,41.9593913,-87.7057466,google,41.96121252300003,-87.70458225199997,census,41.961204483000074,-87.70579625799996,census
33,Alley Resurfacing Menu,W ADDISON ST & N WHIPPLE ST & W WAVELAND AVE & N ALBANY AVE,2018,35227.48,N WHIPPLE ST & W WAVELAND AVE,N ALBANY AVE & W WAVELAND AVE,N WHIPPLE ST & W ADDISON ST,N ALBANY AVE & W ADDISON ST,41.9484772,-87.704192,google,41.9484759,-87.705422,google,41.946652491000066,-87.70414810499994,census,41.94664847100006,-87.70536613099995,census
33,Alley Resurfacing Menu,N ALBANY AVE & W CORNELIA AVE & N WHIPPLE ST & W ADDISON ST,2015,48521,N WHIPPLE ST & W ADDISON ST,N ALBANY AVE & W CORNELIA AVE,N WHIPPLE ST & W CORNELIA AVE,N ALBANY AVE & W ADDISON ST,41.946652491000066,-87.70414810499994,census,41.944763144000035,-87.70531789199998,census,41.94477118300006,-87.70408780599996,census,41.94664847100006,-87.70536613099995,census
33,Alley Resurfacing Menu,N TROY ST & W AINSLIE ST & W ARGYLE ST & N ALBANY AVE,2021,15471.75,N ALBANY AVE & W ARGYLE ST,NA,NA,N ALBANY AVE & W AINSLIE ST,41.972110437000026,-87.70613392899998,census,NA,NA,,NA,NA,,41.970293448000064,-87.70608166999995,census
33,Alley Resurfacing Menu,N WHIPPLE ST & W BELLE PLAINE AVE & N ALBANY AVE & W BERTEAU AVE,2019,40064.39,N WHIPPLE ST & W BERTEAU AVE,N ALBANY AVE & W BERTEAU AVE,N WHIPPLE ST & W BELLE PLAINE AVE,N ALBANY AVE & W BELLE PLAINE AVE,41.95757854400006,-87.70446567599998,census,41.95756648500003,-87.70568370199999,census,41.955765575000044,-87.70440537699994,census,41.9557612,-87.7056269,google
33,Alley Resurfacing Menu,N TROY ST & W BERTEAU AVE & W BELLE PLAINE AVE & N ALBANY AVE,2021,19852.13,N ALBANY AVE & W BELLE PLAINE AVE,NA,NA,N ALBANY AVE & W BERTEAU AVE,41.95575753500003,-87.70562742299995,census,NA,NA,,NA,NA,,41.95756648500003,-87.70568370199999,census
33,Alley Speed Hump Menu,W MONTROSE AVE & N TROY ST & W CULLOM AVE & N ALBANY AVE,2015,2100,N TROY ST & W MONTROSE AVE,N ALBANY AVE & W MONTROSE AVE,N TROY ST & W CULLOM AVE,N ALBANY AVE & W CULLOM AVE,41.9611873,-87.7070167,google,41.9611982,-87.7058024,google,41.9593783,-87.7069546,google,41.95938347400005,-87.70574399999998,census
33,Alley Resurfacing Menu,N WHIPPLE ST & W CULLOM AVE & W MONTROSE AVE & N ALBANY AVE,2021,55105.68,N WHIPPLE ST & W MONTROSE AVE,N ALBANY AVE & W MONTROSE AVE,N WHIPPLE ST & W CULLOM AVE,N ALBANY AVE & W CULLOM AVE,41.96121252300003,-87.70458225199997,census,41.9611982,-87.7058024,google,41.959399553000026,-87.70452195399997,census,41.95938347400005,-87.70574399999998,census
27,Alley Resurfacing Menu,W GRAND AVE & N ALBANY AVE & W CHICAGO AVE & N SACRAMENTO BLVD E,2017,6419.07,N SACRAMENTO BLVD E & W GRAND AVE,N ALBANY AVE & W CHICAGO AVE,N SACRAMENTO BLVD E & W CHICAGO AVE,N ALBANY AVE & W GRAND AVE,41.8966551,-87.7024944,google,41.8955787,-87.7038213,google,41.8956013,-87.7024531,google,41.8973257,-87.7041639,google
33,Alley Resurfacing Menu,N WHIPPLE ST & W IRVING PARK RD & W BYRON ST & N ALBANY AVE,2022,23321.28,N WHIPPLE ST & W BYRON ST,N ALBANY AVE & W BYRON ST,N WHIPPLE ST & W IRVING PARK RD,N ALBANY AVE & W IRVING PARK RD,41.95213561700007,-87.70429683999998,census,41.95213159700006,-87.70552290599994,census,41.95394858600008,-87.70434909899996,census,41.95394054600007,-87.70557114499996,census
27,Alley Speed Hump Menu,N ALBANY AVE & W FRANKLIN BLVD N & N TROY ST & W OHIO ST,2014,2800,N TROY ST & W OHIO ST,N ALBANY AVE & W FRANKLIN BLVD N,N TROY ST & W FRANKLIN BLVD N,N ALBANY AVE & W OHIO ST,41.8919006,-87.7051998,google,41.8903282,-87.7039241,google,41.8898331,-87.7051333,google,41.8919182,-87.7039728,google
41,Alley Speed Hump Menu,N ALGONQUIN AV & N CENTRAL AV & N LEOTI AV & N TAHOMA AV,2007,500,N CENTRAL AV & N TAHOMA AV; N TAHOMA AV & N ALGONQUIN AV,N LEOTI AV & N TAHOMA AV,N CENTRAL AV & N ALGONQUIN AV,N ALGONQUIN AV & N TAHOMA AV; N LEOTI AV & N ALGONQUIN AV,42.000051,-87.7656588,google,42.0002498,-87.7683558,google,42.0023659,-87.7637404,google,41.9991436,-87.7660369,google
44,Alley Resurface Menu,N KENMORE AV & N ALTA VISTA TR & W BYRON ST & W GRACE ST,2009,24160,N KENMORE AV & W BYRON ST,N ALTA VISTA TR & W BYRON ST,N KENMORE AV & W GRACE ST,N ALTA VISTA TR & W GRACE ST,41.952658202000066,-87.65570042199994,census,41.952658202000066,-87.65570042199994,census,41.951106526000046,-87.65565218399996,census,41.951106526000046,-87.65565218399996,census
50,Alley Speed Hump Menu,N CAMPBELL AV & N ARTESIAN AV & W DEVON AV & W ARTHUR AV,2007,500,N CAMPBELL AV & W ARTHUR AV,N ARTESIAN AV & W ARTHUR AV,N CAMPBELL AV & W DEVON AV,N ARTESIAN AV & W DEVON AV,41.99950596900004,-87.69236983499997,census,41.99952606900007,-87.69114778899996,census,41.9976884,-87.692319,google,41.9977021,-87.6910952,google
47,Alley Speed Hump Menu,N WESTERN AV & N ARTESIAN AV & W LELAND AV & W LAWRENCE AV,2005,1750,N WESTERN AV & W LELAND AV,N ARTESIAN AV & W LELAND AV,N WESTERN AV & W LAWRENCE AV,N ARTESIAN AV & W LAWRENCE AV,41.9667959,-87.6889375,google,41.96677604700005,-87.69007045899997,census,41.9686121,-87.6888226,google,41.968605095000044,-87.69012673799995,census
40,Alley Speed Hump Menu,N CAMPBELL AVE & W HOLLYWOOD AVE & N ARTESIAN AVE & W BRYN MAWR AVE,2017,1400,N CAMPBELL AVE & W HOLLYWOOD AVE,N ARTESIAN AVE & W HOLLYWOOD AVE,N CAMPBELL AVE & W BRYN MAWR AVE,N ARTESIAN AVE & W BRYN MAWR AVE,41.98497809700007,-87.69192764699994,census,41.98498613600003,-87.69071364099995,census,41.9831538,-87.6918676,google,41.9831575,-87.6906564,google
1,Alley Resurfacing Menu (1-1),W FULLERTON AVE & N WESTERN AVE & N ARTESIAN AVE & W ALTGELD ST,2019,13048.04,N WESTERN AVE & W ALTGELD ST,N ARTESIAN AVE & W ALTGELD ST,N WESTERN AVE & W FULLERTON AVE,N ARTESIAN AVE & W FULLERTON AVE,41.9267134,-87.687626,google,41.92670982900006,-87.68892881099998,census,41.9249034,-87.6877228,google,41.9248961,-87.6888697,google
26,Concrete Alley Menu,W OHIO ST & N CAMPBELL AVE & W GRAND AVE & N ARTESIAN AVE,2018,178000,N CAMPBELL AVE & W OHIO ST,N ARTESIAN AVE & W OHIO ST,N CAMPBELL AVE & W GRAND AVE,N ARTESIAN AVE & W GRAND AVE,41.8920868,-87.6891881,google,41.89210261900007,-87.68796001799996,census,41.8913511,-87.6891833,google,41.89084841400006,-87.68792383899995,census
26,Alley Resurfacing Menu,N WESTERN AVE & W OHIO ST & N ARTESIAN AVE & W GRAND AVE,2019,36396.35,N WESTERN AVE & W OHIO ST,N ARTESIAN AVE & W OHIO ST,N WESTERN AVE & W GRAND AVE,N ARTESIAN AVE & W GRAND AVE,41.8921074,-87.6868018,google,41.89210261900007,-87.68796001799996,census,41.8906552,-87.6866342,google,41.89084841400006,-87.68792383899995,census
40,Concrete Alley Menu,N BOSWORTH AV & N ASHLAND AV & W ARTHUR AV & W ALBION AV,2007,158000,N BOSWORTH AV & W ALBION AV,N ASHLAND AV & W ALBION AV,N BOSWORTH AV & W ARTHUR AV,N ASHLAND AV & W ARTHUR AV,42.00174504700004,-87.66927558199995,census,42.001728967000076,-87.67048556799995,census,41.999924038000074,-87.66921930299998,census,41.99992805800008,-87.67044134899999,census
1,Alley Speed Hump Menu,N PAULINA ST & N ASHLAND AV & W JULIAN ST & W BEACH AV,2008,500,N PAULINA ST & W JULIAN ST,N ASHLAND AV & W JULIAN ST,N PAULINA ST & W BEACH AV,N ASHLAND AV & W BEACH AV,41.908333,-87.6700519,google,41.908359044000065,-87.66762340799994,census,41.9075798,-87.6700349,google,41.9075948,-87.6676808,google
47,Alley Speed Hump Menu,N ASHLAND AV & N MARSHFIELD AV & W BYRON ST & W IRVING PARK RD,2009,1050,N MARSHFIELD AV & W BYRON ST,N ASHLAND AV & W IRVING PARK RD,N MARSHFIELD AV & W IRVING PARK RD,N ASHLAND AV & W BYRON ST,41.95245318800005,-87.67022829499996,census,41.9542422,-87.668978,google,41.9542072,-87.6702867,google,41.9524497,-87.6690542,google
47,Alley Speed Hump Menu,N RAVENSWOOD & N ASHLAND AV & W CARMEN AV & W WINONA ST,2008,3000,N RAVENSWOOD & W WINONA ST,N ASHLAND AV & W WINONA ST,N RAVENSWOOD & W CARMEN AV,N ASHLAND AV & W CARMEN AV,41.9751815,-87.6743839,google,41.9752408,-87.6695178,google,41.974281176000034,-87.67435671899995,census,41.9743345,-87.6696508,google
49,Alley Speed Hump Menu,W COLUMBIA AV & N CLARK ST & W PRATT AV & N ASHLAND AV,2006,1500,N CLARK ST & W PRATT AV,N ASHLAND AV & W PRATT AV,N CLARK ST & W COLUMBIA AV,N ASHLAND AV & W COLUMBIA AV,42.005334806000064,-87.67309849499998,census,42.005387065000036,-87.66994690299998,census,42.00439013300007,-87.67278092399994,census,42.0044297,-87.6705647,google
40,Concrete Alley Menu,N BOSWORTH AV & N ASHLAND AV & W DEVON AV & W ARTHUR AV,2008,25000,N BOSWORTH AV & W ARTHUR AV,N ASHLAND AV & W ARTHUR AV,N BOSWORTH AV & W DEVON AV,N ASHLAND AV & W DEVON AV,41.999924038000074,-87.66921930299998,census,41.99992805800008,-87.67044134899999,census,41.9981008,-87.6691621,google,41.9520221,-87.6690442,google
27,Alley Resurface Menu,N ASHLAND AV & W HUBBARD ST & W KINZIE ST & N ARMOUR ST,2009,17634,N ARMOUR ST & W KINZIE ST,N ASHLAND AV & W HUBBARD ST,N ARMOUR ST & W HUBBARD ST,N ASHLAND AV & W KINZIE ST,41.888858570000025,-87.66545266899999,census,41.889887661000046,-87.66710886299995,census,41.889907761000075,-87.66548080799998,census,41.888854550000076,-87.66706866399994,census
49,Alley Speed Hump Menu,W LUNT AV & W MORSE AV & N ASHLAND AV & N GREENVIEW AV,2007,1500,N GREENVIEW AV & W LUNT AV,N ASHLAND AV & W MORSE AV,N GREENVIEW AV & W MORSE AV,N ASHLAND AV & W LUNT AV,42.00908938100008,-87.66790077999997,census,42.0078309,-87.6700344,google,42.0078763,-87.6678639,google,42.00904918200007,-87.67007151999996,census
32,Alley Resurface Menu,W MONTANA ST & W FULLERTON AV & N GREENVIEW AV & N ASHLAND AV,2007,30146,N GREENVIEW AV & W FULLERTON AV,N ASHLAND AV & W FULLERTON AV,N GREENVIEW AV & W MONTANA ST,N ASHLAND AV & W MONTANA ST,41.925186292000035,-87.66576621999997,census,41.9251462,-87.6682275,google,41.9260835,-87.6657562,google,41.92605860800006,-87.66817413299998,census
1,Concrete Alley Menu,W PIERCE AV & W LE MOYNE ST & N ASHLAND AV & N PAULINA ST,2009,63000,N PAULINA ST & W PIERCE AV,N ASHLAND AV & W LE MOYNE ST,N PAULINA ST & W LE MOYNE ST,N ASHLAND AV & W PIERCE AV,41.9098316,-87.6700952,google,41.9088222,-87.6675874,google,41.9090797,-87.6700788,google,41.90986650100007,-87.66766762699996,census
32,Alley Resurface Menu,N ASHLAND AV & N BOSWORTH AV & W WRIGHTWOOD AV & W DIVERSEY AV,2009,62689,N BOSWORTH AV & W WRIGHTWOOD AV,N ASHLAND AV & W DIVERSEY AV,N BOSWORTH AV & W DIVERSEY AV,N ASHLAND AV & W WRIGHTWOOD AV,41.928797,-87.6670621,google,41.9324012,-87.6684698,google,41.932422089000056,-87.66718925999999,census,41.928776052000046,-87.66827060999998,census
32,Miscellaneous-CDOT,N CLYBOURN AVE & N ASHLAND AVE & W WEBSTER AVE & N DOMINICK ST,2010,2500,N CLYBOURN AVE & W WEBSTER AVE; N DOMINICK ST & N CLYBOURN AVE,N ASHLAND AVE & W WEBSTER AVE,N DOMINICK ST & W WEBSTER AVE,N ASHLAND AVE & N CLYBOURN AVE,41.9273344,-87.6746008,google,41.9215367,-87.6686977,google,41.921600553000076,-87.66649783999998,census,41.924281817000065,-87.66810981499998,census
1,Alley Resurfacing Menu,N ASHLAND AVE & N MILWAUKEE AVE & W BLACKHAWK ST & N PAULINA ST,2020,7710.855,N ASHLAND AVE & W BLACKHAWK ST; N PAULINA ST & N MILWAUKEE AVE,N MILWAUKEE AVE & W BLACKHAWK ST,N PAULINA ST & W BLACKHAWK ST,N ASHLAND AVE & N MILWAUKEE AVE,41.910736,-87.667839,google,41.907161,-87.6554477,google,41.90699228200003,-87.67002730099995,census,41.90401756500006,-87.66751085099997,census
47,Alley Resurfacing Menu,N ASHLAND AVE & W LAWRENCE AVE & N PAULINA ST & W AINSLIE ST,2016,12175.86,N PAULINA ST & W AINSLIE ST,N ASHLAND AVE & W LAWRENCE AVE,N PAULINA ST & W LAWRENCE AVE,N ASHLAND AVE & W AINSLIE ST,41.971833065000055,-87.67110061099999,census,41.968873,-87.6695026,google,41.9688535,-87.6710183,google,41.9718459,-87.669431,google
32,Alley Resurfacing Menu,N ASHLAND AVE & W FULLERTON AVE & N MARSHFIELD AVE & W ALTGELD ST,2016,38968.53,N MARSHFIELD AVE & W ALTGELD ST,N ASHLAND AVE & W FULLERTON AVE,N MARSHFIELD AVE & W FULLERTON AVE,N ASHLAND AVE & W ALTGELD ST,41.926947003000066,-87.66942431799998,census,41.9251462,-87.6682275,google,41.924438,-87.7353482,google,41.92696710200005,-87.66820629199998,census
27,Alley Speed Hump Menu,W AUGUSTA BLVD & W CORTEZ ST & N ASHLAND AVE & N NOBLE ST,2011,3850,N NOBLE ST & W AUGUSTA BLVD,N ASHLAND AVE & W CORTEZ ST,N NOBLE ST & W CORTEZ ST,N ASHLAND AVE & W AUGUSTA BLVD,41.899793,-87.6625001,google,41.9010313,-87.6674893,google,41.9007069,-87.6625114,google,41.899708246000046,-87.66739025499999,census
47,Alley Resurface Menu,N ASHLAND AVE & N PAULINA ST & W BERTEAU AVE & W BELLE PLAINE AVE,2011,40702,N PAULINA ST & W BERTEAU AVE,N ASHLAND AVE & W BELLE PLAINE AVE,N PAULINA ST & W BELLE PLAINE AVE,N ASHLAND AVE & W BERTEAU AVE,41.95792827500003,-87.67072274099996,census,41.9561149,-87.6690188,google,41.956115305000026,-87.67067450299999,census,41.9579437,-87.6690661,google
40,Concrete Alley Menu,W RASCHER AVE & N PAULINA ST & W CATALPA AVE & N ASHLAND AVE,2019,125000,N PAULINA ST & W RASCHER AVE,N ASHLAND AVE & W RASCHER AVE,N PAULINA ST & W CATALPA AVE,N ASHLAND AVE & W CATALPA AVE,41.98070093600006,-87.67218597999994,census,41.9807273,-87.6698045,google,41.9816026,-87.6722208,google,41.981635,-87.6698339,google
47,Alley Resurfacing Menu,W ADDISON ST & N ASHLAND AVE & N MARSHFIELD AVE & W CORNELIA AVE,2022,32716.11,N MARSHFIELD AVE & W CORNELIA AVE,N ASHLAND AVE & W ADDISON ST,N MARSHFIELD AVE & W ADDISON ST,N ASHLAND AVE & W CORNELIA AVE,41.9451329,-87.6700223,google,41.9470094,-87.6689341,google,41.94697810100007,-87.67007553899998,census,41.94516915200006,-87.66881329499995,census
2,Miscellaneous CDOT Projects,N ASHLAND AVE & W THOMAS ST & N MILWAUKEE AVE & W CORTEZ ST,2016,5900,N MILWAUKEE AVE & W CORTEZ ST,N ASHLAND AVE & W THOMAS ST; N ASHLAND AVE & N MILWAUKEE AVE,N MILWAUKEE AVE & W THOMAS ST,N ASHLAND AVE & W CORTEZ ST,41.90011023500006,-87.66140062299996,census,41.910736,-87.667839,google,41.9016292,-87.6637779,google,41.9010313,-87.6674893,google
47,Alley Resurface Menu,N ASHLAND AVE & N PAULINA ST & W CULLOM AVE & W BERTEAU AVE,2011,53987,N PAULINA ST & W CULLOM AVE,N ASHLAND AVE & W BERTEAU AVE,N PAULINA ST & W BERTEAU AVE,N ASHLAND AVE & W CULLOM AVE,41.959749284000054,-87.67077901999994,census,41.9579437,-87.6690661,google,41.9579197,-87.6707239,google,41.95976938300004,-87.66920322399994,census
1,Alley Speed Hump Menu,N ASHLAND AVE & N PAULINA ST & W DIVISION ST & N MILWAUKEE AVE,2011,2200,N PAULINA ST & W DIVISION ST,N MILWAUKEE AVE & W DIVISION ST,N ASHLAND AVE & N MILWAUKEE AVE,N ASHLAND AVE & W DIVISION ST; N PAULINA ST & N MILWAUKEE AVE,41.9032963,-87.6699345,google,41.9033511,-87.6664433,google,41.9040756,-87.6675911,google,41.9035994,-87.6673332,google
40,Alley Resurfacing Menu,W CATALPA AVE & N PAULINA ST & W GREGORY ST & N ASHLAND AVE,2018,7023.08,N PAULINA ST & W CATALPA AVE,N ASHLAND AVE & W CATALPA AVE,N PAULINA ST & W GREGORY ST,N ASHLAND AVE & W GREGORY ST,41.981613451000044,-87.67221411999998,census,41.981635,-87.6698339,google,41.982525965000036,-87.67224225899997,census,41.9825384,-87.6698563,google
49,Alley Resurfacing Menu,N BOSWORTH AVE & W HOWARD ST & N ASHLAND AVE & W JONQUIL TER,2015,36202,N BOSWORTH AVE & W HOWARD ST,N ASHLAND AVE & W HOWARD ST,N BOSWORTH AVE & W JONQUIL TER,N ASHLAND AVE & W JONQUIL TER,42.019364213000074,-87.66949667599994,census,42.0193622,-87.6713202,google,42.02114502300003,-87.66947657599997,census,42.0211508,-87.670691,google
1,Alley Speed Hump Menu,N ASHLAND AVE & W LE MOYNE ST & N PAULINA ST & W JULIAN ST,2014,700,N PAULINA ST & W JULIAN ST,N ASHLAND AVE & W LE MOYNE ST,N PAULINA ST & W LE MOYNE ST,N ASHLAND AVE & W JULIAN ST,41.908333,-87.6700519,google,41.9088222,-87.6675874,google,41.9090797,-87.6700788,google,41.9083559,-87.66758,google
49,Alley Resurfacing Menu,N ASHLAND AVE & W JONQUIL TER & W JUNEWAY TER & N MARSHFIELD AVE,2021,30584.37,N MARSHFIELD AVE & W JUNEWAY TER,N ASHLAND AVE & W JONQUIL TER,N MARSHFIELD AVE & W JONQUIL TER,N ASHLAND AVE & W JUNEWAY TER,42.0225174,-87.6718473,google,42.0211508,-87.670691,google,42.0211512,-87.6718683,google,42.0224962,-87.6707831,google
