ward,type,location,year,est_cost,intersection_1,intersection_2,lat_1,lon_1,query_1,lat_2,lon_2,query_2
26,Street Resurface Menu,N ARTESIAN AVE & W HIRSCH ST (1400 N) & W LE MOYNE ST (1500 N),2011,52186,N ARTESIAN AVE & W HIRSCH ST,N ARTESIAN AVE & W LE MOYNE ST,41.90665863100003,-87.688353966999955,census,41.90848366000006,-87.68839818599997,census
50,Street Resurface Menu,N ARTESIAN AVE & W GRANVILLE AV (6200 N) & W ROSEMONT AV (6300 N),2011,59722,N ARTESIAN AVE & W GRANVILLE AV,N ARTESIAN AVE & W ROSEMONT AV,41.99407912200007,-87.69099101299997,census,41.995896111000036,-87.69104729199995,census
27,Sidewalk Menu,W ERIE ST & N ARMOUR ST (1500 W) & N ASHLAND AV (1600 W),2011,17571,N ARMOUR ST  & W ERIE ST,N ASHLAND AV  & W ERIE ST,41.893372904000046,-87.66557728599997,census,41.893339,-87.6671424,google
40,Street Resurface Menu,W ROSEHILL DR & N HERMITAGE AV (1724 W) & N ASHLAND AV (1600 W),2011,32573,N HERMITAGE AV  & W ROSEHILL DR,N ASHLAND AV  & W ROSEHILL DR,41.98669860800004,-87.67308241499995,census,41.986754887000075,-87.66985846599994,census
47,Sidewalk Menu,N ASHLAND AVE & W CULLOM AV (4300 N) & W MONTROSE AV (4400 N),2011,7314,N ASHLAND AVE & W CULLOM AV,N ASHLAND AVE & W MONTROSE AV,41.95976938300004,-87.66920322399994,census,41.9615892,-87.6693202,google
1,Sidewalk Menu,N ASHLAND AVE & W CHICAGO AV (800 N) & W PEARSON ST (840 N),2011,80248,N ASHLAND AVE & W CHICAGO AV,N ASHLAND AVE & W PEARSON ST,41.89607426800006,-87.66728975799998,census,41.897341,-87.6673781,google
1,Sidewalk Menu - Change Order,N ASHLAND AVE & W CHICAGO AV (800 N) & W PEARSON ST (840 N),2011,1526,N ASHLAND AVE & W CHICAGO AV,N ASHLAND AVE & W PEARSON ST,41.89607426800006,-87.66728975799998,census,41.897341,-87.6673781,google
47,Sidewalk Menu,N ASHLAND AVE & W MONTROSE AV (4400 N) & W SUNNYSIDE AV (4500 N),2011,483,N ASHLAND AVE & W MONTROSE AV,N ASHLAND AVE & W SUNNYSIDE AV,41.96159441200007,-87.66925548199998,census,41.963411,-87.669222,google
44,Curb/Gutter Menu,N ASHLAND AVE & W ADDISON ST (3600 N) & W WAVELAND AV (3700 N),2011,1270,N ASHLAND AVE & W ADDISON ST,N ASHLAND AVE & W WAVELAND AV,41.94699016100003,-87.66885751399997,census,41.9488222,-87.6688477,google
49,Sidewalk Menu,W CHASE AVE & N GREENVIEW AV (1450 W) & N ASHLAND BV (1550 W),2011,3311,N GREENVIEW AV  & W CHASE AVE,N ASHLAND BV  & W CHASE AVE,42.01387706700007,-87.66806559599996,census,42.0138252,-87.6702439,google
43,Sidewalk Menu,N ASTOR ST & E BURTON PL (1500 N) & E NORTH AV (1600 N),2011,22817,N ASTOR ST & E BURTON PL,N ASTOR ST & E NORTH AV,41.90950069200005,-87.62760542999996,census,41.91124532300006,-87.62766170799995,census
47,Curb/Gutter Menu,N BELL AVE & W BYRON ST (3900 N) & W GRACE ST (3800 N),2011,106914,N BELL AVE & W BYRON ST,N BELL AVE & W GRACE ST,41.95225219400004,-87.68476822799994,census,41.9504184,-87.6847144,google
49,Street Resurface Menu,N BELL AVE & W CHASE AV (7300 N) & W JARVIS AV (7358 N),2011,37964,N BELL AVE & W CHASE AV,N BELL AVE & W JARVIS AV,42.014061982000044,-87.68619126799996,census,42.01559355900008,-87.68617518799994,census
49,Street Speed Hump Menu,N BELL AVE & W CHASE AV (7300 N) & W JARVIS AV (7358 N),2011,3700,N BELL AVE & W CHASE AV,N BELL AVE & W JARVIS AV,42.014061982000044,-87.68619126799996,census,42.01559355900008,-87.68617518799994,census
35,Street Resurface Menu(1-5),W BELLE PLAINE AVE & N ST LOUIS AV (3500 W) & N BERNARD ST (3434 W),2011,17095,N ST LOUIS AV  & W BELLE PLAINE AVE,N BERNARD ST  & W BELLE PLAINE AVE,41.955644979000056,-87.71541584899995,census,41.95566105800003,-87.71419380299994,census
35,Street Resurface Menu,W BYRON ST & N KIMBALL AV (3400 W) & N BERNARD ST (3434 W),2011,38326,N KIMBALL AV  & W BYRON ST,N BERNARD ST  & W BYRON ST,41.95203914000007,-87.71284312099993,census,41.9520189,-87.7140547,google
43,Sidewalk Menu,N BISSELL ST & W WISCONSIN ST (1900 N) & W ARMITAGE AV (2000 N),2011,11586,N BISSELL ST & W WISCONSIN ST,N BISSELL ST & W ARMITAGE AV,41.915980750000074,-87.65207046399996,census,41.91812335000003,-87.65215086199998,census
1,Street Speed Hump Menu,N BOSWORTH AVE & W DIVISION ST (1200 N) & W BLACKHAWK ST (1400 N),2011,9250,N BOSWORTH AVE & W DIVISION ST,N BOSWORTH AVE & W BLACKHAWK ST,41.9033584,-87.6661659,google,41.907008362000056,-87.66632096499995,census
44,Street Resurface Menu(1-5),N BOSWORTH AVE & W ROSCOE ST (3400 N) & W CORNELIA AV (3500 N),2011,36310,N BOSWORTH AVE & W ROSCOE ST,N BOSWORTH AVE & W CORNELIA AV,41.94336422300006,-87.66755104999999,census,41.94518523200003,-87.66759928899995,census
44,Street Speed Hump Menu,N BOSWORTH AVE & W ADDISON ST (3600 N) & W WAVELAND AV (3700 N),2011,3700,N BOSWORTH AVE & W ADDISON ST,N BOSWORTH AVE & W WAVELAND AV,41.94701026100006,-87.66765154699993,census,41.948835289000044,-87.66769174599995,census
40,Concrete Alley Menu,W NORTH SHORE AVE & N GREENVIEW AVE & N BOSWORTH AVEDEAD END,2011,43000,N GREENVIEW AVE & W NORTH SHORE AVE,N BOSWORTH AVEDEAD END & W NORTH SHORE AVE,42.003590175000056,-87.66810981499998,census,42.0024981,-87.811619,google
48,Miscellaneous-Other,W ARGYLE ST & N SHERIDAN RD (1000 W) & N BROADWAY (1200 W),2011,27731,N SHERIDAN RD  & W ARGYLE ST,N BROADWAY  & W ARGYLE ST,41.97331640300007,-87.65492458399996,census,41.973248065000064,-87.65978060799995,census
46,Street Resurface Menu(1-5),W STRATFORD PL & N LAKE SHORE (W) DR(507 W) & N BROADWAY (636 W),2011,29548,N LAKE SHORE  DR & W STRATFORD PL,N BROADWAY  & W STRATFORD PL,41.94610980600004,-87.64199662599998,census,41.94484354100007,-87.64573914099998,census
44,Curb/Gutter Menu,W SURF ST & N PINE GROVE AV (500 W) & N BROADWAY (600 W),2011,7263,N PINE GROVE AV  & W SURF ST,N BROADWAY  & W SURF ST,41.9342827,-87.6417733,google,41.9348672,-87.6442219,google
43,Sidewalk Menu,W WRIGHTWOOD AVE & N ORCHARD ST (700 W) & N BURLING ST (728 W),2011,18135,N ORCHARD ST  & W WRIGHTWOOD AVE,N BURLING ST  & W WRIGHTWOOD AVE,41.92910970200006,-87.64645468099997,census,41.929097643000034,-87.64766064799994,census
44,Street Speed Hump Menu,N BURLING ST & W DIVERSEY PW (2800 N) & W OAKDALE AV (2935 N),2011,7400,N BURLING ST & W DIVERSEY PW,N BURLING ST & W OAKDALE AV,41.9327352,-87.6476663,google,41.93559378000003,-87.64813499399997,census
43,Sidewalk Menu,N BURLING ST & W FULLERTON AV (2400 N) & W WRIGHTWOOD AV (2600 N),2011,12436,N BURLING ST & W FULLERTON AV,N BURLING ST & W WRIGHTWOOD AV,41.92547572400008,-87.64753603099996,census,41.929097643000034,-87.64766064799994,census
39,Curb/Gutter Menu,N KEATING AVE & N CALDWELL AV (5911 N) & W PETERSON AV (6000 N),2011,22950,N KEATING AVE & W PETERSON AV,N CALDWELL AV  & W PETERSON AV,41.98985422000004,-87.74710864099995,census,41.9899295,-87.7499197,google
39,Street Resurface Menu,N KENTON AVE & N CALDWELL AV (5803 N) & W THORNDALE AV (5900 N),2011,29426,N KENTON AVE & W THORNDALE AV,N CALDWELL AV  & W THORNDALE AV,41.98810154900008,-87.74317317099997,census,41.9991728,-87.7707001,google
40,Street Resurface Menu(1-5),W ARDMORE AVE & N TALMAN AV (2632 W) & N CALIFORNIA AV (2800 W),2011,78751,N TALMAN AV  & W ARDMORE AVE,N CALIFORNIA AV  & W ARDMORE AVE,41.98677900600006,-87.69562996299999,census,41.98675890700008,-87.69927600099999,census
40,Sidewalk Menu,N CALIFORNIA AVE & W GUNNISON ST (4836 N) & W AINSLIE ST (4912 N),2011,14728,N CALIFORNIA AVE & W GUNNISON ST,N CALIFORNIA AVE & W AINSLIE ST,41.96963016700005,-87.69872527699994,census,41.97072357600007,-87.69876145599994,census
50,Concrete Alley Menu,W MORSE AVE & W PRATT AVE & N CALIFORNIA AVEDEAD END,2011,124000,N CALIFORNIA AVEDEAD END & W MORSE AVE,N CALIFORNIA AVEDEAD END & W PRATT AVE,42.0073132,-87.681885,google,42.0043079,-87.811612,google
44,Curb/Gutter Menu - Change Order,W SURF ST & N PINE GROVE AV (450 W) & N CAMBRIDGE AV (528 W),2011,1701,N PINE GROVE AV  & W SURF ST,N CAMBRIDGE AV  & W SURF ST,41.9342827,-87.6417733,google,41.93427927700003,-87.64278452399998,census
47,Curb/Gutter Menu,W BYRON ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2500 W),2011,822,N WESTERN AV  & W BYRON ST,N CAMPBELL AV  & W BYRON ST,41.952205,-87.6884812,google,41.95217983600003,-87.69079403899997,census
1,Street Resurface Menu,W CHARLESTON ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2450 W),2011,41835,N WESTERN AV  & W CHARLESTON ST,N CAMPBELL AV  & W CHARLESTON ST,41.919851,-87.6873998,google,41.9199814,-87.6892299,google
1,Street Speed Hump Menu,W CHARLESTON ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2450 W),2011,1850,N WESTERN AV  & W CHARLESTON ST,N CAMPBELL AV  & W CHARLESTON ST,41.919851,-87.6873998,google,41.9199814,-87.6892299,google
1,Sidewalk Menu,W MOFFAT ST & N WESTERN AV (2400 W) & N CAMPBELL AV (2500 W),2011,3656,N WESTERN AV  & W MOFFAT ST,N CAMPBELL AV  & W MOFFAT ST,41.9148479,-87.6874059,google,41.914835082000025,-87.68978102699998,census
1,Street Speed Hump Menu,N CAMPBELL AVE & W BELDEN AV (2300 N) & W FULLERTON AV (2400 N),2011,1850,N CAMPBELL AVE & W BELDEN AV,N CAMPBELL AVE & W FULLERTON AV,41.92327684600008,-87.68934687899997,census,41.9248798,-87.6900857,google
40,Street Resurface Menu,N CAMPBELL AVE & W PETERSON AV (6000 N) & W GLENLAKE AV (6100 N),2011,33070,N CAMPBELL AVE & W PETERSON AV,N CAMPBELL AVE & W GLENLAKE AV,41.9905202,-87.6920909,google,41.99225409300004,-87.69215276099999,census
50,Street Resurface Menu,N CAMPBELL AVE & W PETERSON AV (6000 N) & W GLENLAKE AV (6100 N),2011,33070,N CAMPBELL AVE & W PETERSON AV,N CAMPBELL AVE & W GLENLAKE AV,41.9905202,-87.6920909,google,41.99225409300004,-87.69215276099999,census
47,Curb/Gutter Menu,N CAMPBELL AVE & W LELAND AV (4700 N) & W LAWRENCE AV (4800 N),2011,2279,N CAMPBELL AVE & W LELAND AV,N CAMPBELL AVE & W LAWRENCE AV,41.96676800700004,-87.69129250499998,census,41.9685905,-87.6913291,google
26,Street Resurface Menu,N CAMPBELL AVE & W DIVISION ST (1200 N) & W POTOMAC AV (1300 N),2011,33195,N CAMPBELL AVE & W DIVISION ST,N CAMPBELL AVE & W POTOMAC AV,41.90299651400005,-87.68948757499999,census,41.904821543000025,-87.68953581399995,census
47,Curb/Gutter Menu,N CAMPBELL AVE & W ADDISON ST (3600 N) & W WAVELAND AV (3700 N),2011,40098,N CAMPBELL AVE & W ADDISON ST,N CAMPBELL AVE & W WAVELAND AV,41.94672886800004,-87.69068148199995,census,41.948512,-87.6907341,google
41,Curb/Gutter Menu,W ARDMORE AVE & N OTTAWA AV (7632 W) & N CANFIELD AV (7834 W),2011,7541,N OTTAWA AV  & W ARDMORE AVE,N CANFIELD AV  & W ARDMORE AVE,41.985138892000066,-87.81804759299996,census,41.985798154000065,-87.82314882999998,census
27,Curb/Gutter Menu,N CARPENTER ST & W LAKE ST (200 N) & W FULTON MARKET (300 N),2011,41235,N CARPENTER ST & W LAKE ST,N CARPENTER ST & W FULTON MARKET,41.88556628200007,-87.65330456899994,census,41.88672401000008,-87.65333672899999,census
37,Curb/Gutter Menu,W AUGUSTA BLVD & N PINE AV (5520 W) & N CENTRAL AV (5600 W),2011,73298,N PINE AV  & W AUGUSTA BLVD,N CENTRAL AV  & W AUGUSTA BLVD,41.8985226,-87.7636741,google,41.89849826000005,-87.76552374499994,census
37,Sidewalk Menu,W CRYSTAL ST & N PINE AV (5520 W) & N CENTRAL AV (5600 W),2011,546,N PINE AV  & W CRYSTAL ST,N CENTRAL AV  & W CRYSTAL ST,41.90306887200006,-87.76385549099996,census,41.90304877300008,-87.76568453999994,census
37,Sidewalk Menu - Change Order,W CRYSTAL ST & N PINE AV (5520 W) & N CENTRAL AV (5600 W),2011,362,N PINE AV  & W CRYSTAL ST,N CENTRAL AV  & W CRYSTAL ST,41.90306887200006,-87.76385549099996,census,41.90304877300008,-87.76568453999994,census
37,Street Resurface Menu,W IOWA ST & N LONG AV (5400 W) & N CENTRAL AV (5600 W),2011,108235,N LONG AV  & W IOWA ST,N CENTRAL AV  & W IOWA ST,41.89671745000004,-87.76070389999995,census,41.89667725100003,-87.76545540699999,census
28,Pole Painting,N CENTRAL AVE & W WASHINGTON BV (100 N) & W LAKE ST (411 N),2011,4300,N CENTRAL AVE & W WASHINGTON BV,N CENTRAL AVE & W LAKE ST,41.882245855000065,-87.76492478099999,census,41.887722,-87.7651199,google
28,Street Lighting,N CENTRAL AVE & W WASHINGTON BV (100 N) & W LAKE ST (411 N),2011,25100,N CENTRAL AVE & W WASHINGTON BV,N CENTRAL AVE & W LAKE ST,41.882245855000065,-87.76492478099999,census,41.887722,-87.7651199,google
26,Street Speed Hump Menu,W LE MOYNE ST & N ST LOUIS AV (3500 W) & N CENTRAL PARK AV (3600 W),2011,3700,N ST LOUIS AV  & W LE MOYNE ST,N CENTRAL PARK AV  & W LE MOYNE ST,41.908202268000025,-87.71429831999995,census,41.9081666,-87.716727,google
26,Street Speed Hump Menu,W MCLEAN AVE & N DRAKE AV (3516 W) & N CENTRAL PARK AV (3600 W),2011,1850,N DRAKE AV  & W MCLEAN AVE,N CENTRAL PARK AV  & W MCLEAN AVE,41.9182123,-87.7151626,google,41.9182067,-87.7167877,google
27,Street Speed Hump Menu,W OHIO ST & N ST LOUIS AV (3500 W) & N CENTRAL PARK AV (3600 W),2011,3700,N ST LOUIS AV  & W OHIO ST,N CENTRAL PARK AV  & W OHIO ST,41.89182122700004,-87.71376367499994,census,41.8917892,-87.7162,google
35,Street Lighting,W WAVELAND AVE & N PARKVIEW TR (3638 W) & N CENTRAL PARK AV (3600 W),2011,34125,N PARKVIEW TR  & W WAVELAND AVE,N CENTRAL PARK AV  & W WAVELAND AVE,41.9482927,-87.7196039,google,41.9483295,-87.7176528,google
39,Street Resurface Menu,N CHRISTIANA AVE & W BRYN MAWR AV (5600 N) & W ARDMORE AV (5800 N),2011,102460,N CHRISTIANA AVE & W BRYN MAWR AV,N CHRISTIANA AVE & W ARDMORE AV,41.98302443100005,-87.71252152999995,census,41.98665840900003,-87.71264614599994,census
31,Street Speed Hump Menu,W PALMER ST & N KILPATRICK AV (4700 W) & N CICERO AV (4800 W),2011,1850,N KILPATRICK AV  & W PALMER ST,N CICERO AV  & W PALMER ST,41.92061970000003,-87.74377615399999,census,41.9205827,-87.7461358,google
38,Street Resurface Menu(1-5),W PATTERSON AVE & N KILPATRICK AV (4700 W) & N CICERO AV (4800 W),2011,34849,N KILPATRICK AV  & W PATTERSON AVE,N CICERO AV  & W PATTERSON AVE,41.94706251900004,-87.74455601199998,census,41.9470361,-87.7470632,google
39,Curb/Gutter Menu,W PETERSON AVE & N KEATING AV (4733 W) & N CICERO AV (4800 W),2011,25493,N KEATING AV  & W PETERSON AVE,N CICERO AV  & W PETERSON AVE,41.9899596,-87.7471126,google,41.9899519,-87.7483222,google
31,Street Speed Hump Menu,W SCHUBERT AVE & N KILPATRICK AV (4700 W) & N CICERO AV (4800 W),2011,3700,N KILPATRICK AV  & W SCHUBERT AVE,N CICERO AV  & W SCHUBERT AVE,41.92954787000008,-87.74406558599998,census,41.9295154,-87.7464458,google
49,Sidewalk Menu,W CHASE AVE & N OAKLEY AV (2300 W) & N CLAREMONT AV (2332 W),2011,35137,N OAKLEY AV  & W CHASE AVE,N CLAREMONT AV  & W CHASE AVE,42.01407806100008,-87.68753390999996,census,42.0140896,-87.6888773,google
47,Curb/Gutter Menu,N CLAREMONT AVE & W LAWRENCE AV (4800 N) & W AINSLIE ST (4900 N),2011,1611,N CLAREMONT AVE & W LAWRENCE AV,N CLAREMONT AVE & W AINSLIE ST,41.96863725500003,-87.68768666599999,census,41.970442184000035,-87.68775098399999,census
49,Sidewalk Menu,N CLAREMONT AVE & W TOUHY AV (7200 N) & W CHASE AV (7300 N),2011,43651,N CLAREMONT AVE & W TOUHY AV,N CLAREMONT AVE & W CHASE AV,42.01226911200007,-87.68890469199994,census,42.0140896,-87.6888773,google
49,Street Resurface Menu,N CLAREMONT AVE & W BIRCHWOOD AV (7452 N) & W HOWARD ST (7600 N),2011,66563,N CLAREMONT AVE & W BIRCHWOOD AV,N CLAREMONT AVE & W HOWARD ST,42.0174253,-87.6889541,google,42.0195228,-87.6889475,google
42,Street Resurface Menu,W BURTON PL & N STATE PW (0 E) & N CLARK ST (100 W),2011,65207,N STATE PW  & W BURTON PL,N CLARK ST  & W BURTON PL,41.90948461200003,-87.62882747499998,census,41.9094316,-87.6316284,google
48,Street Resurface Menu(1-5),W GLENLAKE AVE & N GREENVIEW AV (1500 W) & N CLARK ST (1600 W),2011,35960,N GREENVIEW AV  & W GLENLAKE AVE,N CLARK ST  & W GLENLAKE AVE,41.992635982000024,-87.66765958699995,census,41.9928781,-87.6702082,google
42,Curb/Gutter Menu - Change Order,W HUBBARD ST & N LA SALLE DR (140 W) & N CLARK ST (100 W),2011,1872,N LA SALLE DR  & W HUBBARD ST,N CLARK ST  & W HUBBARD ST,41.890004238000074,-87.63263028899996,census,41.89002433700006,-87.63107861199995,census
47,Curb/Gutter Menu,W MONTROSE AVE & N GREENVIEW AV (1520 W) & N CLARK ST (1438 W),2011,898,N GREENVIEW AV  & W MONTROSE AVE,N CLARK ST  & W MONTROSE AVE,41.96161451100005,-87.66772390499995,census,41.9616225,-87.6659485,google
42,Curb/Gutter Menu,W OAK ST & N DEARBORN ST (36 W) & N CLARK ST (100 W),2011,155,N DEARBORN ST  & W OAK ST,N CLARK ST  & W OAK ST,41.9005684,-87.629895200000007,google,41.9005498,-87.6313539,google
48,Street Speed Hump Menu,W RASCHER AVE & N GLENWOOD AVE (1400 W) & N CLARK ST (1500 W),2011,3700,N GLENWOOD AVE  & W RASCHER AVE,N CLARK ST  & W RASCHER AVE,41.98081349300003,-87.66487782499996,census,41.98075721500004,-87.66835100799995,census
43,Sidewalk Menu,W ROSLYN PL & N LAKEVIEW AV (400 W) & N CLARK ST (502 W),2011,3725,N LAKEVIEW AV  & W ROSLYN PL,N CLARK ST  & W ROSLYN PL,41.92810473000003,-87.63920682499997,census,41.927340952000065,-87.64152629999995,census
43,Sidewalk Menu,N ORCHARD ST & W SCHUBERT AV (2720 N) & N CLARK ST (2905 N),2011,37860,N ORCHARD ST & W SCHUBERT AV,N CLARK ST  & W SCHUBERT AV,41.93159801200005,-87.64654311899994,census,41.9318282,-87.6445819,google
46,Street Speed Hump Menu,W WINNEMAC AVE & N GLENWOOD AV (1400 W) & N CLARK ST (1525 W),2011,3700,N GLENWOOD AV  & W WINNEMAC AVE,N CLARK ST  & W WINNEMAC AVE,41.9734083,-87.6646708,google,41.9733969,-87.6680766,google
42,Sidewalk Menu,N CLARK ST & W ERIE ST (642 N) & W HURON ST (700 N),2011,17576,N CLARK ST & W ERIE ST,N CLARK ST & W HURON ST,41.894032165000056,-87.63118312899996,census,41.8948371,-87.6311954,google
43,Street Resurface Menu,N CLEVELAND AVE & W WEBSTER AV (2200 N) & W FULLERTON PW (2400 N),2011,69337,N CLEVELAND AVE & W WEBSTER AV,N CLEVELAND AVE & W FULLERTON PW,41.92193018300003,-87.64136550399996,census,41.92557220100008,-87.64149815999997,census
43,Sidewalk Menu,W ARMITAGE AVE & N SHEFFIELD AV (1000 W) & N CLIFTON AV (1132 W),2011,13530,N SHEFFIELD AV  & W ARMITAGE AVE,N CLIFTON AV  & W ARMITAGE AVE,41.91810727100005,-87.65336486799998,census,41.918055012000025,-87.65701090599998,census
44,Sidewalk Menu,W BELMONT AVE & N SEMINARY AV (1100 W) & N CLIFTON AV (1132 W),2011,17710,N SEMINARY AV  & W BELMONT AVE,N CLIFTON AV  & W BELMONT AVE,41.939874961000044,-87.65653655899996,census,41.93985888100008,-87.65775056499996,census
44,Street Lighting,N CLIFTON AVE & W BELMONT AV (3200 N) & W ROSCOE ST (3400 N),2011,4000,N CLIFTON AVE & W BELMONT AV,N CLIFTON AVE & W ROSCOE ST,41.93985888100008,-87.65775056499996,census,41.94351295900003,-87.65785508199997,census
42,Street Resurface Menu,W FULTON ST & N DES PLAINES (640 W) & N CLINTON ST (530 W),2011,10715,N DES PLAINES  & W FULTON ST,N CLINTON ST  & W FULTON ST,41.886804408000046,-87.64427590199995,census,41.886816467000074,-87.64133334499996,census
47,Street Resurface Menu,W BELLE PLAINE AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,38910,N WOLCOTT AV  & W BELLE PLAINE AVE,N DAMEN AV  & W BELLE PLAINE AVE,41.9560106,-87.6763749,google,41.955986669000026,-87.67881075499997,census
47,Curb/Gutter Menu,W CORNELIA AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,3837,N WOLCOTT AV  & W CORNELIA AVE,N DAMEN AV  & W CORNELIA AVE,41.9444139,-87.7396399,google,41.94504051600006,-87.67850122299996,census
47,Street Resurface Menu,W CUYLER AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,63030,N WOLCOTT AV  & W CUYLER AVE,N DAMEN AV  & W CUYLER AVE,41.95513043300008,-87.67635862299994,census,41.95509827400008,-87.67877859599997,census
49,Street Resurface Menu,W ESTES AVE & N CLARK ST (1744 W) & N DAMEN AV (1950 W),2011,90976,N CLARK ST  & W ESTES AVE,N DAMEN AV  & W ESTES AVE,42.011412876000065,-87.67443309699996,census,42.01131237900006,-87.68022173499998,census
1,Street Resurface Menu,W HURON ST & N WOOD ST (1800 W) & N DAMEN AV (2000 W),2011,124167,N WOOD ST  & W HURON ST,N DAMEN AV  & W HURON ST,41.8941784,-87.6721115,google,41.8940899,-87.677008,google
32,Miscellaneous-CDOT,W ROSCOE ST & N WESTERN AV (2400 W) & N DAMEN AV (2000 W),2011,20700,N WESTERN AV  & W ROSCOE ST,N DAMEN AV  & W ROSCOE ST,41.9431032,-87.6880907,google,41.94321950700004,-87.67845298499998,census
32,Street Resurface Menu,W SCHOOL ST & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,52838,N WOLCOTT AV  & W SCHOOL ST,N DAMEN AV  & W SCHOOL ST,41.9414423,-87.6759856,google,41.9414016,-87.6784108,google
47,Sidewalk Menu,W WARNER AVE & N WOLCOTT AV (1900 W) & N DAMEN AV (2000 W),2011,20614,N WOLCOTT AV  & W WARNER AVE,N DAMEN AV  & W WARNER AVE,41.95692732300006,-87.67640686199996,census,41.95689516400006,-87.67883487399996,census
49,Street Resurface Menu,N DAMEN AVE & W JARVIS AV (7340 N) & W FARGO AV (7432 N),2011,24867,N DAMEN AVE & W JARVIS AV,N DAMEN AVE & W FARGO AV,42.015123232000064,-87.68048302799997,census,42.0166346,-87.6804619,google
25,Pole Painting,S RUBLE ST & W 16 ST (1600 S) & N DAN RYAN ENTR RP (1676 S),2011,3300,S RUBLE ST & W 16 ST,N DAN RYAN ENTR RP  & W 16 ST,41.859959600000025,-87.64385783399996,census,41.7958455,-87.6316167,google
25,Street Lighting,S RUBLE ST & W 16 ST (1600 S) & N DAN RYAN ENTR RP (1676 S),2011,4400,S RUBLE ST & W 16 ST,N DAN RYAN ENTR RP  & W 16 ST,41.859959600000025,-87.64385783399996,census,41.7958455,-87.6316167,google
43,Sidewalk Menu,N BISSELL ST & N DAYTON ST (1688 N) & W WILLOW ST (1740 N),2011,46884,N BISSELL ST & W WILLOW ST,N DAYTON ST  & W WILLOW ST,41.91377383200006,-87.65197398699996,census,41.913810011000066,-87.64957411399996,census
43,Sidewalk Menu,N DAYTON ST & W WRIGHTWOOD AV (2600 N) & W SCHUBERT AV (2700 N),2011,8181,N DAYTON ST & W WRIGHTWOOD AV,N DAYTON ST & W SCHUBERT AV,41.92906950300005,-87.65009267899995,census,41.93087845300005,-87.65015699799994,census
